content,score,label
stop nelponin aks yaaaa!! aku cuma nanya harga dan download ruangguru jadinya di chatiin terus di telp juga,1,Negatif
‎‎‎‎‎‎‎Tap on a clip to paste it in the text box.,4,Positif
bagus tapi saran tambahin dong pelajaran untuk jurusan Rpl ( rekayasa perangkat lunak),5,Positif
bagus buat pembelajaran tapi sayang harus bayar jadi susah untuk orang yang pengen belajar tapi dia tidak mampu,5,Positif
bagus sekali pembelajaran makin seru recommended buat kalian² belajar disini man apk nya gratis yuk buruan download,5,Positif
"Ruangguru the best lah pokoknya, materinya pas kayak yg disekolah, jadi pas ulangan jadi gampang ngerjain nya, SAT SETT...ya pokoknya baguss dehhh, kalo aku gunain ruangguru dari kelas 5 SD sampai sekarang kelas 8 SMP...terimakasih ruangguru telah membimbing saya sampai sekarannggg...aplikasi nya bagus syekaliiii🤩🤩🤩",5,Positif
ngelag nda bisa digunakan jelek,1,Negatif
"heyyy... ruangguru gw barusan gak bisa masuk ini di aplikasi nya? kenapa ya, tolong bantuin dong supaya jadi lagi... padahal gw lagi belajar nihh😳",4,Positif
"mimiiiiinnn, aku cuma mau belajar miin, kenapa ga bisa dibukaaaa????? 😭😭😭😭 ini bukan masalah jaringan, bahkan jaringan wifi bagus pun tetap lelet, berapa kali aku coba buat buka video pembahasan, selalu gabisa, pasti ada pengumuman ""ada masalah dengan sistem ini"". sekalinya aku re-install dan mau login, udah gabisa. duuhhh, ini kalo seandainya disini bisa ngirim foto, udah aku kirim buktinya min! ini tuh kenapa sebenernya, mau nangis aku, sekalinya pengen rajin belajar, malah jadi gini...",1,Negatif
kak kenapa kalau aku buka video di rubel macet-macet mulu padahal jaringan ku bagusss,3,Netral
"lumayan lah bisa ningkatin nilai Ama Rankingku yang awalnya rangking 10 besar sekarang 7 besar di sekolah , walau kadang kalo mau masuk harus kudu update dulu tapi gapapa lah makasih kak BA😆",5,Positif
semangat,5,Positif
"ngeselin banget, fiturnya ga lengkap padahal udah keluar 8**k mana fitur ai gada di apk nya harus lewat link(sengaja ngasih bintang 5 biar ulasan ku naik). and the last energi ai ku tiba2 habis padahal ga kepake wkwk",5,Positif
KERENNN,5,Positif
ALHAMDULILLAHH KEBANTU BANGET BUAT BELAJAR ULANGG KALAU ADA MATERI YANG GA PAHAM DI SEKOLAHH💗💗💗,5,Positif
soalnya bagus banget sampai sampai gua kaget lihat live nya buoagus buoanget terimakasih,5,Positif
ini bagus aku selalu nemu nilai bagus terima kasih ruang guru,5,Positif
"sayaa sukaa saya bisa belajar diaplikasi ini, josjis ruangguruu",5,Positif
Aplikasi ini sangat berguna untuk belajar,5,Positif
apk nya berguna banget buat aku! jadi lebih paham materi disekolah! baguss banget deh pokoknyaa ruangguru ini. aku saranin kalian belajar lewat ruangguru deh!,5,Positif
BAGOESS,5,Positif
aplikasi ini sangat berguna sama sekali saya sampai bisa mendapatkan juara 2 saya dulu dapat juara 3 sekarang mendapat kan juara 2 saya sangat berterimakasih untuk aplikasi ini,5,Positif
maasyaaAllah,5,Positif
"bagus banget aplikasinya bisa nonton sambil belajar, tapi waktu aku nyoba latihan nya gak masuk malah langsung ke video tadi mohon di perbaiki",4,Positif
"aplikasinya bagus bangetttt,hanya saja iklan yang banyak",5,Positif
jadi makin semangat belajar nyaa 👏👁️👄👁️asik deh pokonya,5,Positif
kembalikan paket ruang belajar tanpa utbk,2,Negatif
"aplikasi yg sangat membantu saat aku belajar, the best dehhh pokokknyaa",5,Positif
aplikasi ini to bikin saya happy bisa belajar,5,Positif
bagus buat belajar lebih mudah,5,Positif
saya senang belajar di ruang guru,5,Positif
gk konsisten,1,Negatif
cuman terlalu mahal paketnya,5,Positif
👌👍👍,5,Positif
"Jujur aplikasi nya bagus pembelajarannya juga lengkap, tapi masalahnya cuman, harus langganan biar dapat akses lebih luas, jadi susah untuk belajar hampir semua materi di semua mata pelajaran",3,Netral
🥰,5,Positif
saya baru saja download,5,Positif
"halo kak mau tanya, ini kenapa akhir akhir ini mau ss video susah banget ya, gagal terus gagal terus, tolong dibenahi",1,Negatif
seruu banget ngejelasin nya juga detail terus banyak event event yang ngebantuu ak buat meningkatkan kemampuan ak,5,Positif
baru masuk,5,Positif
saya sangat suka aplikasinya sangat membantu saya saat belajar dan mudah untuk dipelajari,5,Positif
fitrianingsih,1,Negatif
aplikasi ruang guru cocok untuk belajar,5,Positif
yah kau,5,Positif
aplikasinya bagus,5,Positif
di sini kita bisa di ajari dengan baik dan jelas,5,Positif
Suka banget aku jadi dapet nilai 100 di ujian makasii,5,Positif
"bagus banget bisa nih bikin pintar,tapi awal2 aku belum ngerti tapi setelah di pahamin lebih lanjut akhirnya ngerti juga thenk you",5,Positif
Sangat bagus,5,Positif
aku kasih jempol untuk Ruang guru,5,Positif
Kok gak bisa login lewat laptop njing,1,Negatif
aplikasinya bagus... tapi pelayanan bikin orang terganggu,1,Negatif
"bagus , Alhamdulillah saya bisa belajar TKA dengan gratis matlan dan fisika terimakasih ruangguru, mudah mudahan sukses selalu",5,Positif
"ngebantu banget buat belajar, sama lebih mudah untuk dipahami daripada platform yang lain.",5,Positif
bagus bagus aja cuma dia kehubung ke wa agak kurang sukaa gituuuu tapi aplikasi nya bagus bagus aja sihh,2,Negatif
"tolong video penjelasan diupgrade lagi karena sangat2 kurang menjelaskan, ga ada gunanya dan gak membantu kalau masih tetap begitu cara menjelaskannya, gak niat",3,Netral
aku suka banget ruangguru soalnya untuk anak GK mampu kayak aku cocok banget dan nggak usah les mahal tapi sistem rangkuman sub bab nya bisa gratis nggak hehe bisa dong kak belvadevara semoga dijawab. segitu aja sih pendapat ku mengenai apk ruangguru,5,Positif
semoga meningkat,5,Positif
"gak bisa daftar, karena pilihan kotanya gak bisa dipilih",1,Negatif
keren bagus,5,Positif
"mudah dimengerti, kualitas yang bagus,dan Ada banyak pembelajaran yang mudah di Pahami,",5,Positif
"seru bgt, gampang ngerti",5,Positif
hmzz bagus kok sejauh ini aku pakai,5,Positif
sangat keren,5,Positif
seruuu bagusss,5,Positif
"siapa yang baca ini harus Download ya, karena apl ini bisa membantu kita belajar online / les, apl ini juga bisa memilih kelas dan mata pelajaran yang kita sukai,ada videonya juga, setalah nonton kita juga bisa mengerjakan soalnya videonya juga pendek cuma 5 menit doang. 😄😃",5,Positif
sangat membantu dalam metode pembelajaran anak dirumah.,5,Positif
"ini apk bagus, di jelasin detail yang gada di buku, tapi ada materi di buku ga ada di apk ini, kendala yang paling ganggu tuh pas jawab soal akhir, jawaban saya harusnya bener pas akhiri soal tiba tiba jawabnya ke ganti jadi jawaban yang salah, tolong perbaiki buat kedepannya, kadang juga ada materi yg gada di vidio, tiba tiba ada di soal.",4,Positif
membantu banget,5,Positif
Aplikasi belajar no1 di Indonesia,5,Positif
"alhamdulillah, bisa dapat belajar online, semasa di ruang guru saya lumayan paham dengan penjelasan""nya tapi kurang mahir dalam mengerjakan latihan""soal.. tidak papa saya akan terus berusaha, mantapp ruangguru",5,Positif
"cara ngejelasinnya itu mudah bgt,gak nyanka kalo vidio dan cara penjelasannya sebagus itu pokoknya ini adalah aplikasi terbagus untuk belajaryang saya tau,gk nyesel sma sekali mengunduh aplikasi ini pokoknya kalian harus cba",5,Positif
"aplikasi ini bagus bgttt!!! kualitas oke, penjelasan lengkap, ada bimbel nya jugaaa!!! sukakkk",5,Positif
aku akan tetap kasih bintang 5 tapi tolong ya Ruangguru ga usah pake bayar soalnya pasti banyak yang gak dibolehin ortunya bayar sama kayak saya gak dibolehin pakai bayar. lagian juga Ruangguru itu niatnya mengajar atau mencari duit. Ruangguru itu niatnya ikhlas ngajarin gak sih.,5,Positif
masyallah aplikasi ini sangat membantu untuk saya terima kasih ruang guru,5,Positif
seruu polll,5,Positif
sangat membantu untuk saya,5,Positif
bagus cuman kalau mau premium mahal,4,Positif
Terimakasih Ruang Guru,5,Positif
mau download tapi bayar gak sih mohon untuk di jawab,5,Positif
"terimakasih ruang guru, sangat membantu dalam belajar anak anak saat mau ikut ujian nanti, penjelasan nya simpel, diterangkan materi dengan detail, banyak soal soal nya, membuat kita akan selalu berlatih dalam belajar.",5,Positif
ini aplikasi yg paling bagus aku jadi ngerti jadi aku disekolah gak bingung lagi hehe..,5,Positif
"BAGUS BANGETTTT, AYOO DAFTAR!!",5,Positif
aplikasi ini harus bayar duluu aku tidak mau,1,Negatif
"bagus banget, sangat membantu pembelajaran, penjelasannya lengkap dan mudah dipahami tp kadang suka errror adaptoX nya klo di hp :/",5,Positif
memang harus pakai uang gua soal nya baru downlod trus susah gak gua baru anak sd mana paham contoh 700-342÷7×9(34)¹3(98) gitu tapi kayak nya seru bisa belajar di youtube banyak yang aneh di sini bisa belajar enak banget,5,Positif
aplikasi ini sangat membantu dalam pembelajaran,5,Positif
bermanfaat,5,Positif
Udah bagus banget cuman sayang untuk jenis hp kentang sering lemot harapnya bisa segera atasi hal ini dan juga harapannya ada ruangguru lite untuk lebih ringan lagi ❤❤❤,4,Positif
video pembelajaranya ngelag,2,Negatif
semenjak ada coc ruangguru adalah aplikasi yang sering ku buka hehehehhh,5,Positif
BAGUSS! BIKIN AKU LEBIH OBSES BELAJARR THANK YOU!.,5,Positif
seruh jadi semangat belajar,5,Positif
keren aplikasi nya,5,Positif
"aku les di Ruangguru ga nyampe setahun, tapi nilai sama pemahaman aku naik drastis! Di Ruangguru juga ada video buat belajar, jadi walaupun ga klinik pr bisa liat di video belajar kalau belum ngerti. Kalaupun klinik pr, bisa nanya lebih detail karena jawaban kakaknya tergantung pertanyaan kita (≡^∇^≡)",5,Positif
APK yang bagus untuk belajar. menurut aku kalo belajar diruangguru men jadi lebih efektif Dan saya harap mendapatkan diskon untuk berlangganan biar belajar nya lebih banyak lagi,5,Positif
dapat membantu menambah kan nilai,5,Positif
sangat membantu untuk kemajuan belajar. mudah dipahami dan mudah digunakan,5,Positif
"Terima kasih ruang guru, aplikasi ini jadi teman belajarku dan menemani aku untuk dapat universitas impian akuu, materi blajar lengkap, ada grafik untuk menganalisis serta evaluasi pembelajaran, tampilannya tidak monoton, sangat menarikkkk, sukaaa bangett, apalagi ada fitur hewan peliharaan, ada exp dan gold, jdi kaya game deh, makin semangat mau naik level, dan cara menyelesaikan supaya dapet nilai harus sering sering belajar, seruuu bangett 😁😁",5,Positif
apk nya bagus cuman ada beberapa yang harus bayar kata nya gratis ko bayar cuax,5,Positif
sangat bagus buat pelajar dan pelajaran nya mudah di pahami,5,Positif
Aplikasinya sangat membantu sekali dalam menyerap dan memahami materi Penjelasannya mudah dimengerti.,5,Positif
Pengalaman belajar yang seru,5,Positif
sangat membantu dan juga bermanfaat,5,Positif
"ruangguru ini sangat bagus untuk belajar saya,dan menambah nilai saya, terimakasih pihak ruang guru semoga fitur fitur nya bisa lebih bagus lagi 😊",5,Positif
"bikin pintar, mantap",5,Positif
"jujur ini aplikasi nya mendukung belajar bgt,aksesnya luar biasa,jadi tambah suka belajar bareng ruangguru dehhh😃🤩",5,Positif
Bagus,5,Positif
aku pernah download katanya guru ya berbayar tapi di aplikasi nya gratis 🥲,1,Negatif
hebatt,5,Positif
mantabb,5,Positif
seruu banget belajar di ruang guru,5,Positif
sangat baik banget penjelasan nya buat saya ngerti,5,Positif
jadi pintar bisa masuk coc + boleh bawa hape🤭🤭🤭,5,Positif
ruangguru inii baguss bangett🤩🤩🤩 ngebantu aku ngejar materi yang ketinggalan karena masa pkl 🤩 pokoknya buaguss polll dehh ruangguru niii the best pokoknya,5,Positif
oke,5,Positif
"Ruangguru the best dahhh... video ruang belajarnya mudah dimengerti dan dipahami. Cinta bangett sama aplikasi ini. Harganya juga worth it banget. Intinya rajin-rajin aja muterin videonya, anggap marathon dahhh. Tapi sedikit saran dari aku, terkadang beberapa materinya masih kurang lengkap, semoga kedepannya bisa lebih dilengkapin lagi ya materinya. Makasih bnyk yaa ruangguru udh bantu aku, doain aku lulus ptn impian akuu❤️❤️❤️❤️",5,Positif
aplikasi yang cocok untuk saya sebagai pelajaran dan sangat bagus,4,Positif
"sumpah yakk,ruangguru bantu bgtt,kyk,aaa,aku jadi suka belajar materi yang aku gak ngertii,apalagi mtk ituu,di sekolah aku ga ngerti,pas liat ruangguru langsung ngerti bgtt,ugm rasanya bisa inimah,meskipun bbrp materi harus langganan TAPI AKU YAKIN ITU WOTH IT BGT DEMI,WISLIST AKU MAU LANGGANAN RUANGGURU,sukakk bgtt,ailoveyou pencipta ruangguru,ruangguru berkah bgt,aku sayang ruangguru💜",5,Positif
"Aplikasinya sangat membantu proses belajar, materi lengkap, penjelasan jelas, dan fitur mudah digunakan. Sangat bermanfaat untuk persiapan ujian.",5,Positif
Pembelajaran yang menarik,5,Positif
aku pas cobain harus bayar aku kira gratis tidak menyennangkan gak seru mana bayar nya mahal lagi 1jt anjay aku gak mau lagi belajar di ruang guru,1,Negatif
bagus sekali pembelajaran nya tapi aku kurang mampu untuk bayar...,5,Positif
"lumayan sih, tapi pas mau nyari jawaban gabisa ngelek, jelwk bangettttt tidak d saran kan.",1,Negatif
soal mtk ga di jalasin kok bisa dpt angka ini dari mana asal nya dll cuma di kerjain langsung aja ga di jelasin kok bisa dpt ini,2,Negatif
Aplikasinya bagus tapi harganya sangat mahal,4,Positif
sangat baik untuk pelajar kaya aku,5,Positif
"ga ada suara sama sekali disetiap video materinya, soalnya udah sempet coba hapus cache bahkan sampe hapus appnya terus instal lagi dan login pake akun berlangganan, tetap saja ga ada suaranya sama sekali di video materinya😭 plis, soalnya ini butuh banget buat ujian sekolah bulan depan/akhir bulan September ini....😭🥹🙏🙏",5,Positif
senang belajar dengan ruang guru,5,Positif
semoga smpai bisa masuk COC (class of Champions),5,Positif
sangat bagus mudah untuk belajar serta mudah di ingat ini aplikasi sangat di rekomendasi dan cocok untuk bintang 5,5,Positif
i lov u ruangguru 🔥🔥💗💗💓💓 TYSM FOR HELPING MEE,5,Positif
"gokill, semua yg gw pengen pelajarin ada di Ruangguru",5,Positif
kereeen,5,Positif
bagus baget,5,Positif
the app is really helping me to study wherever and whenever by my self,5,Positif
"aplikasi bagus bangett, i jadi menang osn",5,Positif
"bisa ga si gush cht"" di wa gw jadi nyesel daftar ruang guru",1,Negatif
Bagusa,5,Positif
bagus seru bisa belajar,5,Positif
kita juga bisa nonton juga dan bisa rekomendasi pelajaran dan teka teki yng seru banget nilai ku jadi 100 terus terimakasih ya kalau gk ada ruang guru bisa bisa nilai ku 0 semua,5,Positif
bimbel paling baik menurut saya,5,Positif
keren!,5,Positif
saya berharap di undang COC S3☺🙏🏼,5,Positif
"materi pelajaran nya bikin bingung, gak lengkap, dan aneh nya waktu pelajaran mtk materi yang di jelasin cuma mudah terus pas kuis tiba tiba ada meteri yg belum di jelasin, mana pas di jelasin cara penyelesaian nya gak niat, yang penting menjelaskan materi tampa mengasihi tahu dari mana hal tersebut muncul, saya sangat menyesal sudah menghabiskan uang ortu untuk ruangbelajar, mending belajar sendiri dan cari di youtube yg lebih jelas dan mudah di pahami.",1,Negatif
bagus bisa untuk belajar,5,Positif
sangatt membantu trima kasihh✋,5,Positif
"apk pmo gabisa login,lucu emang",1,Negatif
bisa di pahami dengan baikkk,4,Positif
sangat bagus dan mudah di pahami cuma bisa lelet padahal wifi/datanya nyala,4,Positif
Bagus dan mantap aplikasi Ruangguru untuk belajar 👍,5,Positif
sangat baguss,5,Positif
"sukakk bangettt 💘💘,, bener2 bermanfaat dan jugaa mudah dipahami❤️",5,Positif
"aplikasi nya membantu banget worth it lah, cocok buat aku yang belajar harus ada visualnya atau gambaran materinya",5,Positif
app nya bagus banget belajar jadi makin seru dan banyak mata pelajarannya bahkan bisa di sesuaiin kelasnya mantap dah ni app rekomendasi buat para pelajar yang mau nilainya naik,5,Positif
ᏴᎪᏀႮՏ👍😍😊👍😍😊👍😍😊👍😍😊👍👍😍😍😊😊,5,Positif
aplikasi nya udah bagus banget jadi belajar nya lebih seru udah si segitu aja😉,5,Positif
OK,5,Positif
"baguss, suka bangett videonya menarik sama bikin cepet faham, semoga dengan belajar di ruang guru bisa menambah ilmu sama lebih pinter lagiii",5,Positif
Membuat semakin semangat belajar,5,Positif
MANTAP!,5,Positif
SANGAT MEMBANTU SEKALI.,5,Positif
"dikasih temen yang Rasis. marah, bukannya ditenangin malah hampir dipatahin tanganku.",1,Negatif
"Untuk aplikasinya sangat baik, namun dari sisi pelayanan sangat kurang. Bantuan hanya diberikan saat proses pembayaran. Setelah itu, ketika saya meminta bantuan terkait akses akun melalui WhatsApp sejak hari Minggu, tidak ada balasan sama sekali. Jika saya gaptek, mungkin saya bisa saja mencari sendiri cara mengakses kelas di internet. Namun, bukan itu poinnya. Masalah ini bukan soal pengguna gaptek atau tidak, melainkan soal komunikasi dan pelayanan kepada pengguna.",2,Negatif
